date,value,period,year,category_code,seasonally_adj,data_type,series_id,series_name,category,unit,frequency,data_source,pct_change,rolling_mean_3m,rolling_mean_6m,rolling_mean_12m,pct_change_yoy,rolling_std_3m,rolling_std_12m,month,quarter,day_of_year,month_sin,month_cos,quarter_sin,quarter_cos,is_holiday_season,is_back_to_school,is_summer_season,is_quarter_end,is_year_end,pct_rank_1y,pct_rank_2y,zscore_1y,zscore_2y,trend_3m_vs_12m,momentum_1m,momentum_3m,momentum_6m,acceleration_1m,growth_rate,fetch_timestamp,processing_date
2011-07-01,22202.027722772276,M07,2011,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.02499999999999991,21389.75841584158,20532.36303630363,22239.993399339935,0.053364662378182715,0.02097176232019666,0.13952293636459345,7,3,182,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.75,0.8421052631578947,-0.011279538685529236,0.3227975960895582,-0.038230001611582694,0.02499999999999991,0.13888888888888884,0.09333333333333349,-0.04166666666666696,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2011-08-01,23014.29702970297,M08,2011,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365857,22292.2798679868,21299.506270627062,22337.15429042904,0.05336466237818249,0.02150665196195874,0.13952293636459345,8,3,213,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.8333333333333334,0.9,0.20090981086706172,0.5695104631104135,-0.0020089587894134044,0.03658536585365857,0.13333333333333353,0.25,0.011585365853658658,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2011-09-01,22472.78415841584,M09,2011,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.02352941176470591,22563.03630363036,21525.136633663366,22432.02904290429,0.05336466237818249,0.03189334046551853,0.13952293636459345,9,3,244,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.6666666666666666,0.8095238095238095,0.012145488166857324,0.3786226166393895,0.005840187727802101,-0.02352941176470591,0.03749999999999987,0.0641025641025641,-0.06011477761836448,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2011-10-01,23826.566336633663,M10,2011,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.06024096385542177,23104.549174917494,22247.153795379538,22532.619141914194,0.053364662378182715,0.04318728523625078,0.13952293636459345,10,4,274,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,0,0.8333333333333334,0.9090909090909091,0.3828571993563245,0.8081192803118801,0.02538231482994451,0.06024096385542177,0.07317073170731714,0.22222222222222232,0.08377037562012768,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2011-11-01,28429.425742574254,M11,2011,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.19318181818181812,24909.592079207923,23600.93597359736,22652.641419141914,0.053364662378182715,0.10928136755298576,0.13952293636459345,11,4,305,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1,0,0,0,0,0.9166666666666666,0.9565217391304348,1.6170409283214766,2.083779070505,0.09963300165776003,0.19318181818181812,0.23529411764705865,0.3999999999999999,0.13294085432639635,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2011-12-01,32220.015841584158,M12,2011,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.13333333333333353,28158.669306930693,25360.85280528053,22788.666666666668,0.053364662378182715,0.06658028532479539,0.13952293636459348,12,4,335,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,1,1.0,1.0,2.408075860663872,2.647106464790593,0.23564356435643558,0.13333333333333353,0.4337349397590362,0.4874999999999998,-0.059848484848484595,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-01-01,20947.797029702968,M01,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.3498514360546314,27199.079537953792,25151.814356435643,22842.08869636964,0.031569054793318285,0.29775114825241467,0.1426815703423487,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0,0,0,0.3333333333333333,0.4166666666666667,-0.4877350236198006,-0.356491338631127,0.19074397702853776,-0.3498514360546314,-0.12082182830114929,-0.056491718176843064,-0.48318476938796495,Strong Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-02-01,18992.669306930693,M02,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.09333333333333327,24053.49405940594,24481.543069306932,22890.524669966995,0.031569054793318285,0.24174602243194998,0.1426815703423487,2,1,32,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0,0,0,0.08333333333333333,0.125,-1.0185729616545307,-0.9138593665043393,0.050805711367760555,-0.09333333333333327,-0.33193623118147,-0.17474475616534535,0.25651810272129816,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-03-01,21785.708910891088,M03,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.1470588235294117,20575.391749174916,24367.03052805281,22946.083580858085,0.031569054793318285,0.24849873647724988,0.1426815703423487,3,1,61,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,0,0.5,0.5833333333333334,-0.3050814253351294,-0.17341592352114732,-0.10331574986769551,0.1470588235294117,-0.32384549349681657,-0.03057365935085754,0.24039215686274495,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-04-01,20109.885148514848,M04,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.07692307692307698,20296.087788778877,23747.58366336634,22997.368729372934,0.03156905479331806,0.13430411840724357,0.1426815703423487,4,2,92,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.16666666666666666,0.20833333333333334,-0.7686469231181461,-0.6636193514789656,-0.11746043525161638,-0.07692307692307698,-0.040000000000000036,-0.15598895516910338,-0.22398190045248867,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-05-01,20947.797029702968,M05,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.04166666666666674,20947.797029702968,22500.645544554456,23050.79075907591,0.031569054793318285,0.11205573445327038,0.1426815703423487,5,2,122,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.2916666666666667,0.3541666666666667,-0.5654409018811002,-0.4550372420207172,-0.0912330406081587,0.04166666666666674,0.10294117647058809,-0.26316496086191554,0.11858974358974372,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-06-01,22344.31683168317,M06,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.06666666666666687,21133.999669966994,20854.695709570955,23107.774257425743,0.031569054793318285,0.07670999690267397,0.1426815703423487,6,2,153,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,1,1,0,0.5833333333333334,0.6666666666666666,-0.2062747457185012,-0.080721848498615,-0.08541604074327805,0.06666666666666687,0.025641025641025772,-0.3065081984582734,0.025000000000000133,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-07-01,22902.92475247525,M07,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.025000000000000133,22065.012871287134,21180.550330033002,23166.182343234323,0.03156905479331851,0.020971762320196343,0.1426815703423487,7,3,183,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.6666666666666666,0.75,-0.07132242505951769,0.057311871814863094,-0.0475334889293395,0.025000000000000133,0.13888888888888928,0.09333333333333349,-0.04166666666666674,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-08-01,23740.836633663366,M08,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365835,22996.026072607263,21971.911551155117,23226.727310231025,0.031569054793318285,0.02150665196195849,0.1426815703423487,8,3,214,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.75,0.7916666666666666,0.13916168996263253,0.27490797740175527,-0.009932576145677711,0.03658536585365835,0.13333333333333353,0.25,0.011585365853658214,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-09-01,23182.22871287129,M09,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.0235294117647058,23275.330033003305,22204.66485148515,23285.84768976898,0.03156905479331851,0.03189334046551831,0.1426815703423487,9,3,245,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.6666666666666666,0.75,-0.028105109690548205,0.09303085036777092,-0.0004516759237541341,-0.0235294117647058,0.03750000000000009,0.06410256410256432,-0.060114777618364146,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-10-01,24578.748514851482,M10,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.06024096385542155,23833.93795379538,22949.475412541255,23348.529537953797,0.031569054793318285,0.04318728523625051,0.1426815703423487,10,4,275,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,0.33220213827809497,0.46909665834893655,0.020789678213034162,0.06024096385542155,0.07317073170731692,0.22222222222222232,0.08377037562012735,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-11-01,29326.915841584156,M11,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.19318181818181812,25695.96435643564,24345.995214521452,23423.320379537952,0.031569054793318285,0.1092813675529857,0.1426815703423487,11,4,306,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1,0,0,0,0,0.9166666666666666,0.9166666666666666,1.5445077376738527,1.7279572286824412,0.09702484276665642,0.19318181818181812,0.23529411764705865,0.40000000000000013,0.13294085432639657,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-12-01,33237.17128712871,M12,2012,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.1333333333333333,29047.611881188117,26161.470957095706,23508.083333333332,0.031569054793318285,0.06658028532479544,0.14268157034234868,12,4,336,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,1,1.0,1.0,2.408075860663873,2.581111267111223,0.23564356435643563,0.1333333333333333,0.433734939759036,0.4874999999999998,-0.05984848484848482,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-01-01,21494.480198019803,M01,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.3532999540684839,28019.522442244226,25926.7301980198,23553.640264026402,0.026097406211338825,0.2997321373459948,0.14348081618881028,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0,0,0,0.3333333333333333,0.375,-0.5132913237716541,-0.43917930474450756,0.18960475443104177,-0.3532999540684839,-0.12548516516079078,-0.0614962748067025,-0.4866332874018172,Strong Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-02-01,19488.328712871287,M02,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.09333333333333338,24739.993399339935,25217.978877887785,23594.94521452145,0.026097406211338603,0.2435064605856591,0.14348081618881028,2,1,32,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0,0,0,0.08333333333333333,0.08333333333333333,-1.036317236557243,-0.9811174756786734,0.04852938518856019,-0.09333333333333338,-0.3354797750250378,-0.17912207503092903,0.25996662073515053,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-03-01,22354.259405940593,M03,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.1470588235294117,21112.35610561056,25079.983993399335,23642.32442244224,0.026097406211338603,0.2502431948115128,0.14348081618881028,3,1,60,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,0,0.5,0.5416666666666666,-0.3267168131162841,-0.2470220936223555,-0.10701013452087364,0.1470588235294117,-0.32743195223122334,-0.03571569054838064,0.24039215686274507,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-04-01,20634.70099009901,M04,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,-0.07692307692307687,20825.76303630363,24422.642739273928,23686.05907590759,0.026097406211338825,0.13430411840724354,0.14348081618881028,4,2,91,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.16666666666666666,0.20833333333333334,-0.7819163412282701,-0.7194762065062029,-0.12075862980994277,-0.07692307692307687,-0.040000000000000036,-0.16046575855435918,-0.22398190045248856,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-05-01,21494.480198019803,M05,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.04166666666666674,21494.480198019803,23117.236798679864,23731.61600660066,0.026097406211338825,0.11205573445327029,0.14348081618881028,5,2,121,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.2916666666666667,0.3125,-0.5779818679985874,-0.5087122998594461,-0.09426816142476875,0.04166666666666674,0.10294117647058831,-0.2670732812776152,0.11858974358974361,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-06-01,22927.445544554455,M06,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.06666666666666665,21685.54224422442,21398.949174917492,23780.210066006603,0.026097406211338603,0.07670999690267376,0.14348081618881028,6,2,152,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,1,1,0,0.5833333333333334,0.625,-0.22119690271913373,-0.1391618064288073,-0.08808449614061543,0.06666666666666665,0.025641025641025772,-0.31018661767304956,0.02499999999999991,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-07-01,23500.631683168318,M07,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.025000000000000133,22640.852475247524,21733.30775577558,23830.018976897685,0.026097406211338603,0.020971762320195975,0.14348081618881028,7,3,182,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.6666666666666666,0.7083333333333334,-0.0856282012617423,0.0006836162607221536,-0.04990203754361311,0.025000000000000133,0.13888888888888906,0.09333333333333327,-0.04166666666666652,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-08-01,24360.410891089112,M08,2013,4400A,yes,SM,MRTSSM44000USS,Retail: Total Sales,Total Retail,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365857,23596.16270627063,22545.321452145214,23881.6501650165,0.026097406211338825,0.021506651961958088,0.14348081618881028,8,3,213,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.75,0.7916666666666666,0.12436744842675865,0.21760671069961215,-0.011954260144220453,0.03658536585365857,0.13333333333333353,0.2500000000000002,0.011585365853658436,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
